DrugID,ProteinID,InteractionType,edge_label
DB00751,P25021,3,Target
DB00751,P28223,3,Target
DB00751,P34969,3,Target
DB00751,P35348,3,Target
DB00751,P35367,3,Target
DB00752,P21397,3,Target
DB00752,P27338,3,Target
DB00753,P0DP23,3,Target
DB00753,P14867,3,Target
DB00753,P17787,3,Target
DB00753,P23415,3,Target
DB00753,P30049,3,Target
DB00753,P42261,3,Target
DB00753,P43681,3,Target
DB00753,P98194,3,Target
DB00753,Q09470,3,Target
DB00754,O75469,3,Target
DB00754,Q14524,3,Target
DB00755,O43174,3,Target
DB00755,O60760,3,Target
DB00755,O94788,3,Target
DB00755,P00352,3,Target
DB00755,P02753,3,Target
DB00755,P10276,3,Target
DB00755,P10826,3,Target
DB00755,P13631,3,Target
DB00755,P19793,3,Target
DB00755,P28702,3,Target
DB00755,P31025,3,Target
DB00755,P48443,3,Target
DB00755,P49788,3,Target
DB00755,Q16654,3,Target
DB00755,Q6V0L0,3,Target
DB00755,Q8NFJ5,3,Target
DB00755,Q9NR63,3,Target
DB00755,Q9NY56,3,Target
DB00757,P46098,3,Target
DB00758,Q9H244,3,Target
DB00759,C9EH48,3,Target
DB00759,P02359,3,Target
DB00759,P04156,3,Target
DB00759,P0A7U3,3,Target
DB00759,P0A7V3,3,Target
DB00759,P0A7W7,3,Target
DB00759,P0AG59,3,Target
DB00759,Q9UM07,3,Target
DB00760,P24228,3,Target
DB00762,P11387,3,Target
DB00762,Q969P6,3,Target
DB00763,P07202,3,Target
DB00765,P07101,3,Target
DB00768,P04271,3,Target
DB00768,P23297,3,Target
DB00768,P25021,3,Target
DB00768,P29034,3,Target
DB00768,P35367,3,Target
DB00768,P80511,3,Target
DB00768,Q99584,3,Target
DB00768,Q9Y5N1,3,Target
DB00769,P04150,3,Target
DB00770,P34995,3,Target
DB00770,P43116,3,Target
DB00770,Q9Y5Y4,3,Target
DB00771,P11229,3,Target
DB00772,P06276,3,Target
DB00773,P11388,3,Target
DB00773,Q02880,3,Target
DB00775,P05106,3,Target
DB00775,P08514,3,Target
DB00777,P14416,3,Target
DB00777,P28223,3,Target
DB00777,P28335,3,Target
DB00777,P35348,3,Target
DB00777,P35367,3,Target
DB00780,P21397,3,Target
DB00780,P24298,3,Target
DB00780,P27338,3,Target
DB00780,P80404,3,Target
DB00780,Q16853,3,Target
DB00780,Q8TD30,3,Target
DB00780,Q9UGI5,3,Target
DB00782,P11229,3,Target
DB00783,O75469,3,Target
DB00783,P00846,3,Target
DB00783,P03372,3,Target
DB00783,P43681,3,Target
DB00783,Q14457,3,Target
DB00783,Q92731,3,Target
DB00783,Q99527,3,Target
DB00784,P23219,3,Target
DB00784,P35354,3,Target
DB00787,P04293,3,Target
DB00787,P09252,3,Target
DB00788,P23219,3,Target
DB00788,P35354,3,Target
DB00788,Q51911,3,Target
DB00790,P12821,3,Target
DB00790,Q6FHJ7,3,Target
DB00792,P35367,3,Target
DB00794,P14867,3,Target
DB00794,P31644,3,Target
DB00794,P34903,3,Target
DB00794,P36544,3,Target
DB00794,P42262,3,Target
DB00794,P43681,3,Target
DB00794,P47869,3,Target
DB00794,P48169,3,Target
DB00794,Q13002,3,Target
DB00794,Q16445,3,Target
DB00795,O14920,3,Target
DB00795,O15111,3,Target
DB00795,P04054,3,Target
DB00795,P09917,3,Target
DB00795,P23219,3,Target
DB00795,P24557,3,Target
DB00795,P24752,3,Target
DB00795,P35354,3,Target
DB00795,P37231,3,Target
DB00795,Q9UPY5,3,Target
DB00796,P30556,3,Target
DB00797,P08913,3,Target
DB00797,P18089,3,Target
DB00797,P18825,3,Target
DB00797,P25021,3,Target
DB00797,P35348,3,Target
DB00797,P35367,3,Target
DB00798,P00374,3,Target
DB00798,P08164,3,Target
DB00798,P0A7S3,3,Target
DB00799,P10276,3,Target
DB00799,P10826,3,Target
DB00799,P13631,3,Target
DB00799,P28702,3,Target
DB00800,P08913,3,Target
DB00800,P18089,3,Target
DB00800,P18825,3,Target
DB00800,P21728,3,Target
DB00800,P21918,3,Target
DB00800,P25100,3,Target
DB00800,P35348,3,Target
DB00800,P35368,3,Target
DB00804,P08172,3,Target
DB00804,P11229,3,Target
DB00804,P20309,3,Target
DB00805,P11229,3,Target
DB00805,P14416,3,Target
DB00805,P21397,3,Target
DB00805,P21728,3,Target
DB00805,P22303,3,Target
DB00805,P28223,3,Target
DB00805,P28335,3,Target
DB00805,P31645,3,Target
DB00805,P41595,3,Target
DB00806,P21589,3,Target
DB00806,P29274,3,Target
DB00806,P30542,3,Target
DB00807,Q9Y5Y9,3,Target
DB00808,P55017,3,Target
DB00809,P08172,3,Target
DB00809,P08173,3,Target
DB00809,P11229,3,Target
DB00809,P20309,3,Target
DB00810,P11229,3,Target
DB00811,P12268,3,Target
DB00811,P12823,3,Target
DB00811,P16502,3,Target
DB00811,P20839,3,Target
DB00811,P26676,3,Target
DB00812,P23219,3,Target
DB00812,P35354,3,Target
DB00812,Q16647,3,Target
DB00814,P23219,3,Target
DB00814,P35354,3,Target
DB00816,P07550,3,Target
DB00817,P0AES6,3,Target
DB00817,P0AFI2,3,Target
DB00818,P28472,3,Target
DB00818,P35499,3,Target
DB00818,P47870,3,Target
DB00818,Q99250,3,Target
DB00819,O43570,3,Target
DB00819,P00915,3,Target
DB00819,P00918,3,Target
DB00819,P07451,3,Target
DB00819,P22748,3,Target
DB00819,P29972,3,Target
DB00819,P43166,3,Target
DB00819,Q9ULX7,3,Target
DB00820,O76074,3,Target
DB00820,Q9HCR9,3,Target
DB00822,P05091,3,Target
DB00822,P09172,3,Target
DB00823,P03372,3,Target
DB00823,P06401,3,Target
DB00824,P0DMS8,3,Target
DB00824,P27815,3,Target
DB00824,P29274,3,Target
DB00824,P29275,3,Target
DB00824,P30542,3,Target
DB00824,Q07343,3,Target
DB00825,O75762,3,Target
DB00825,P41145,3,Target
DB00825,Q7Z2W7,3,Target
DB00825,Q8NET8,3,Target
DB00828,P0A749,3,Target
DB00831,P0DP23,3,Target
DB00831,P14416,3,Target
DB00831,P26447,3,Target
DB00831,P35348,3,Target
DB00831,P63316,3,Target
DB00831,Q9NYX4,3,Target
DB00833,Q75Y35,3,Target
DB00833,Q8XJ01,3,Target
DB00834,O75469,3,Target
DB00834,P04150,3,Target
DB00834,P06401,3,Target
DB00834,P07288,3,Target
DB00835,P08172,3,Target
DB00835,P08173,3,Target
DB00835,P08912,3,Target
DB00835,P11229,3,Target
DB00835,P20309,3,Target
DB00835,P35367,3,Target
DB00836,O00555,3,Target
DB00836,P01189,3,Target
DB00836,P0DP23,3,Target
DB00836,P35372,3,Target
DB00836,P41143,3,Target
DB00836,P41145,3,Target
DB00836,Q14994,3,Target
DB00838,P04150,3,Target
DB00841,P03372,3,Target
DB00841,P07550,3,Target
DB00841,P08588,3,Target
DB00843,P01584,3,Target
DB00843,P06276,3,Target
DB00843,P22303,3,Target
DB00843,P28223,3,Target
DB00843,P29475,3,Target
DB00843,P98066,3,Target
DB00844,P35372,3,Target
DB00844,P41143,3,Target
DB00844,P41145,3,Target
DB00845,P22001,3,Target
DB00845,P37231,3,Target
DB00846,P04150,3,Target
DB00847,P49146,3,Target
DB00849,O75469,3,Target
DB00849,P14867,3,Target
DB00849,P31644,3,Target
DB00849,P34903,3,Target
DB00849,P36544,3,Target
DB00849,P42262,3,Target
DB00849,P43681,3,Target
DB00849,P47869,3,Target
DB00849,P48169,3,Target
DB00849,Q13002,3,Target
DB00849,Q16445,3,Target
DB00850,P0DP23,3,Target
DB00850,P14416,3,Target
DB00850,P21728,3,Target
DB00851,P52209,3,Target
DB00851,Q14181,3,Target
DB00852,O95644,3,Target
DB00852,P01375,3,Target
DB00852,P07550,3,Target
DB00852,P08588,3,Target
DB00852,P08913,3,Target
DB00852,P19838,3,Target
DB00852,P23975,3,Target
DB00852,P31645,3,Target
DB00852,P35348,3,Target
DB00852,P60568,3,Target
DB00852,Q01959,3,Target
DB00854,P35372,3,Target
DB00854,P41143,3,Target
DB00854,P41145,3,Target
DB00855,P13716,3,Target
DB00857,Q14534,3,Target
DB00857,Q92206,3,Target
DB00860,P04150,3,Target
DB00861,P23219,3,Target
DB00861,P35354,3,Target
DB00862,O76074,3,Target
DB00862,P18545,3,Target
DB00862,Q13956,3,Target
DB00867,P07550,3,Target
DB00868,Q14524,3,Target
DB00869,P00915,3,Target
DB00869,P00918,3,Target
DB00869,P07451,3,Target
DB00869,P22748,3,Target
DB00871,P07550,3,Target
DB00871,P08588,3,Target
DB00871,P13945,3,Target
DB00872,P30518,3,Target
DB00872,P37288,3,Target
DB00876,P30556,3,Target
DB00879,Q72547,3,Target
DB00880,P00915,3,Target
DB00880,P00918,3,Target
DB00880,P55017,3,Target
DB00881,P12821,3,Target
DB00882,P03372,3,Target
DB00882,P04278,3,Target
DB00883,P16066,3,Target
DB00884,P14324,3,Target
DB00887,P13569,3,Target
DB00887,P55011,3,Target
DB00887,Q13621,3,Target
DB00887,Q9H2X9,3,Target
DB00887,Q9UP95,3,Target
DB00889,P46098,3,Target
DB00890,P03372,3,Target
DB00890,P04278,3,Target
DB00891,Q49184,3,Target
DB00892,Q9Y5Y9,3,Target
DB00894,P11511,3,Target
DB00896,P04150,3,Target
DB00898,A5X5Y0,3,Target
DB00898,O00591,3,Target
DB00898,O14764,3,Target
DB00898,O95264,3,Target
DB00898,P14867,3,Target
DB00898,P17787,3,Target
DB00898,P18505,3,Target
DB00898,P19320,3,Target
DB00898,P23415,3,Target
DB00898,P23416,3,Target
DB00898,P28472,3,Target
DB00898,P30532,3,Target
DB00898,P30926,3,Target
DB00898,P31644,3,Target
DB00898,P32004,3,Target
DB00898,P32297,3,Target
DB00898,P34903,3,Target
DB00898,P36544,3,Target
DB00898,P42261,3,Target
DB00898,P42262,3,Target
DB00898,P42263,3,Target
DB00898,P43681,3,Target
DB00898,P46098,3,Target
DB00898,P47869,3,Target
DB00898,P47870,3,Target
DB00898,P48051,3,Target
DB00898,P48058,3,Target
DB00898,P48169,3,Target
DB00898,P48544,3,Target
DB00898,P48549,3,Target
DB00898,P78334,3,Target
DB00898,Q01668,3,Target
DB00898,Q02641,3,Target
DB00898,Q05901,3,Target
DB00898,Q06432,3,Target
DB00898,Q13698,3,Target
DB00898,Q13936,3,Target
DB00898,Q14542,3,Target
DB00898,Q15822,3,Target
DB00898,Q15825,3,Target
DB00898,Q16445,3,Target
DB00898,Q70Z44,3,Target
DB00898,Q8N1C3,3,Target
DB00898,Q8TCU5,3,Target
DB00898,Q8WXA8,3,Target
DB00898,Q92806,3,Target
DB00898,Q99808,3,Target
DB00898,Q99928,3,Target
DB00898,Q9GZZ6,3,Target
DB00898,Q9UGM1,3,Target
DB00898,Q9UN88,3,Target
DB00898,Q9Y698,3,Target
DB00899,P35372,3,Target
DB00899,P41143,3,Target
DB00899,P41145,3,Target
DB00900,P00491,3,Target
DB00900,Q72547,3,Target
DB00902,P35367,3,Target
DB00903,P05023,3,Target
DB00903,P09211,3,Target
DB00903,Q13621,3,Target
DB00903,Q9UJU2,3,Target
DB00904,P08908,3,Target
DB00904,P28222,3,Target
DB00904,P35372,3,Target
DB00904,P46098,3,Target
DB00904,Q13639,3,Target
DB00905,P34995,3,Target
DB00905,P43088,3,Target
DB00905,P43115,3,Target
DB00906,P30531,3,Target
DB00908,O00180,3,Target
DB00908,P25100,3,Target
DB00908,P35348,3,Target
DB00908,P35368,3,Target
DB00908,Q12809,3,Target
DB00908,Q14524,3,Target
DB00908,Q9Y257,3,Target
DB00909,O43497,3,Target
DB00909,O43570,3,Target
DB00909,O60939,3,Target
DB00909,O75493,3,Target
DB00909,O95180,3,Target
DB00909,P00915,3,Target
DB00909,P00918,3,Target
DB00909,P07451,3,Target
DB00909,P21397,3,Target
DB00909,P22748,3,Target
DB00909,P23280,3,Target
DB00909,P27338,3,Target
DB00909,P35218,3,Target
DB00909,P35219,3,Target
DB00909,P35498,3,Target
DB00909,P35499,3,Target
DB00909,P43166,3,Target
DB00909,Q07699,3,Target
DB00909,Q14524,3,Target
DB00909,Q15858,3,Target
DB00909,Q16790,3,Target
DB00909,Q8IWT1,3,Target
DB00909,Q8N1Q1,3,Target
DB00909,Q99250,3,Target
DB00909,Q9NS85,3,Target
DB00909,Q9NY46,3,Target
DB00909,Q9NY72,3,Target
DB00909,Q9P0X4,3,Target
DB00909,Q9UI33,3,Target
DB00909,Q9ULX7,3,Target
DB00909,Q9Y2D0,3,Target
DB00910,P11473,3,Target
DB00912,P37231,3,Target
DB00912,Q09428,3,Target
DB00915,P14416,3,Target
DB00915,P21430,3,Target
DB00915,P32297,3,Target
DB00915,P36544,3,Target
DB00915,P43681,3,Target
DB00915,Q8TCU5,3,Target
DB00916,O25608,3,Target
DB00917,P34995,3,Target
DB00917,P35408,3,Target
DB00917,P43115,3,Target
DB00917,P43116,3,Target
DB00917,Q9Y5Y4,3,Target
DB00918,P28221,3,Target
DB00918,P28222,3,Target
DB00919,P0A7S3,3,Target
DB00920,P35367,3,Target
DB00920,P52209,3,Target
DB00922,P63316,3,Target
DB00922,Q14432,3,Target
DB00922,Q14654,3,Target
DB00922,Q15842,3,Target
DB00923,Q70KI2,3,Target
DB00924,O00206,3,Target
DB00924,P23975,3,Target
DB00924,P28223,3,Target
DB00924,P28335,3,Target
DB00924,P31645,3,Target
DB00924,P34969,3,Target
DB00924,P41595,3,Target
DB00924,P50406,3,Target
DB00924,Q06278,3,Target
DB00925,P07550,3,Target
DB00925,P08913,3,Target
DB00925,P0DP23,3,Target
DB00925,P18089,3,Target
DB00925,P18825,3,Target
DB00925,P25100,3,Target
DB00925,P35348,3,Target
DB00925,P35368,3,Target
DB00927,P25021,3,Target
DB00928,P26358,3,Target
DB00929,P34995,3,Target
DB00929,P35408,3,Target
DB00929,P43115,3,Target
DB00929,P43116,3,Target
DB00932,Q72874,3,Target
DB00933,P14416,3,Target
DB00933,P28223,3,Target
DB00934,P08172,3,Target
DB00934,P08173,3,Target
DB00934,P08912,3,Target
DB00934,P11229,3,Target
DB00934,P14416,3,Target
DB00934,P20309,3,Target
DB00934,P23975,3,Target
DB00934,P28223,3,Target
DB00934,P28335,3,Target
DB00934,P34969,3,Target
DB00934,P35367,3,Target
DB00935,P08908,3,Target
DB00935,P08909,3,Target
DB00935,P08913,3,Target
DB00935,P18089,3,Target
DB00935,P18825,3,Target
DB00935,P25100,3,Target
DB00935,P28221,3,Target
DB00935,P28222,3,Target
DB00935,P35348,3,Target
DB00935,P35368,3,Target
DB00936,P23219,3,Target
DB00936,P35354,3,Target
DB00936,Q04828,3,Target
DB00938,P07550,3,Target
DB00938,P08588,3,Target
DB00938,P13945,3,Target
DB00939,O43525,3,Target
DB00939,O43526,3,Target
DB00939,P09917,3,Target
DB00939,P23219,3,Target
DB00939,P35354,3,Target
DB00940,P08172,3,Target
DB00940,P08173,3,Target
DB00940,P08912,3,Target
DB00940,P11229,3,Target
DB00940,P20309,3,Target
DB00940,P25021,3,Target
DB00941,P06276,3,Target
DB00942,P11229,3,Target
DB00943,Q72547,3,Target
DB00944,P06276,3,Target
DB00944,P22303,3,Target
DB00945,O14920,3,Target
DB00945,P01106,3,Target
DB00945,P04637,3,Target
DB00945,P11021,3,Target
DB00945,P12004,3,Target
DB00945,P23219,3,Target
DB00945,P24385,3,Target
DB00945,P25101,3,Target
DB00945,P25963,3,Target
DB00945,P29466,3,Target
DB00945,P35354,3,Target
DB00945,P42574,3,Target
DB00945,P51812,3,Target
DB00945,P98066,3,Target
DB00945,Q04828,3,Target
DB00946,Q9BQB6,3,Target
DB00947,P03372,3,Target
DB00948,P0AD65,3,Target
DB00948,Q75Y35,3,Target
DB00948,Q8XJ01,3,Target
DB00949,Q12879,3,Target
DB00949,Q13224,3,Target
DB00950,P35367,3,Target
DB00951,P05177,3,Target
DB00951,P08684,3,Target
DB00951,P10632,3,Target
DB00951,P33261,3,Target
DB00951,P9WGR1,3,Target
DB00951,P9WIE5,3,Target
DB00951,P9WNX1,3,Target
DB00952,P08908,3,Target
DB00952,P28221,3,Target
DB00952,P28222,3,Target
DB00952,P30939,3,Target
DB00953,P28221,3,Target
DB00953,P28222,3,Target
DB00953,P30939,3,Target
DB00955,P0A7S3,3,Target
DB00957,P03372,3,Target
DB00957,P06401,3,Target
DB00957,P10275,3,Target
DB00959,P04083,3,Target
DB00959,P04150,3,Target
DB00960,P07550,3,Target
DB00960,P08588,3,Target
DB00960,P08908,3,Target
DB00960,P13945,3,Target
DB00960,P28222,3,Target
DB00961,Q9Y5Y9,3,Target
DB00963,P23219,3,Target
DB00963,P35354,3,Target
DB00964,P08913,3,Target
DB00964,P18089,3,Target
DB00964,P35348,3,Target
DB00966,P30556,3,Target
DB00966,P37231,3,Target
DB00967,P35367,3,Target
DB00968,P08913,3,Target
DB00968,P20711,3,Target
DB00972,P04054,3,Target
DB00972,P25021,3,Target
DB00972,P35367,3,Target
DB00972,Q16873,3,Target
DB00973,P15144,3,Target
DB00973,P35610,3,Target
DB00973,Q9UHC9,3,Target
DB00975,O76074,3,Target
DB00975,P00813,3,Target
DB00975,P02763,3,Target
DB00975,P27815,3,Target
DB00975,P53805,3,Target
DB00975,Q9Y233,3,Target
DB00977,O75469,3,Target
DB00977,P03372,3,Target
DB00978,P11388,3,Target
DB00978,P43700,3,Target
DB00978,P43702,3,Target
DB00979,P11229,3,Target
DB00980,P48039,3,Target
DB00980,P49286,3,Target
DB00981,P17787,3,Target
DB00981,P22303,3,Target
DB00981,P43681,3,Target
DB00982,P10276,3,Target
DB00982,P13631,3,Target
DB00983,P07550,3,Target
DB00983,P08588,3,Target
DB00983,P13945,3,Target
DB00986,P08172,3,Target
DB00986,P08173,3,Target
DB00986,P08912,3,Target
DB00986,P11229,3,Target
DB00986,P20309,3,Target
DB00987,P06746,3,Target
DB00988,O95264,3,Target
DB00988,P00441,3,Target
DB00988,P08908,3,Target
DB00988,P09172,3,Target
DB00988,P14416,3,Target
DB00988,P21728,3,Target
DB00988,P21917,3,Target
DB00988,P21918,3,Target
DB00988,P23975,3,Target
DB00988,P31645,3,Target
DB00988,P34969,3,Target
DB00988,P35462,3,Target
DB00988,P46098,3,Target
DB00988,Q01959,3,Target
DB00988,Q05940,3,Target
DB00989,P06276,3,Target
DB00989,P22303,3,Target
DB00990,P11511,3,Target
DB00991,P23219,3,Target
DB00991,P35354,3,Target
DB00993,P63000,3,Target
DB00994,P0A7S3,3,Target
DB00994,P41180,3,Target
DB00995,O14920,3,Target
DB00995,P30044,3,Target
DB00996,O43525,3,Target
DB00996,P30542,3,Target
DB00996,P54289,3,Target
DB00996,Q9NR82,3,Target
DB00996,Q9NY47,3,Target
DB00997,P11388,3,Target
DB00997,Q14978,3,Target
DB00998,P28221,3,Target
DB00998,P28222,3,Target
DB00999,P55017,3,Target
DB00999,Q12791,3,Target
DB01000,C1KC03,3,Target
DB01000,Q75Y35,3,Target
DB01000,Q8DR59,3,Target
DB01001,P07550,3,Target
DB01001,P08588,3,Target
DB01001,P13945,3,Target
DB01002,Q9Y5Y9,3,Target
DB01003,P25815,3,Target
DB01004,P04293,3,Target
DB01005,P23921,3,Target
DB01006,P11511,3,Target
DB01007,P10613,3,Target
DB01007,Q16850,3,Target
DB01009,P23219,3,Target
DB01009,P25024,3,Target
DB01009,P35354,3,Target
DB01010,P06276,3,Target
DB01010,P22303,3,Target
DB01011,P00183,3,Target
DB01011,P15538,3,Target
DB01012,P41180,3,Target
DB01013,P04083,3,Target
DB01013,P04150,3,Target
DB01013,P08235,3,Target
DB01014,P09917,3,Target
DB01014,P23219,3,Target
DB01014,P35354,3,Target
DB01014,P37231,3,Target
DB01015,P0AC13,3,Target
DB01016,O60706,3,Target
DB01016,O95342,3,Target
DB01016,O95477,3,Target
DB01016,P13569,3,Target
DB01016,P50416,3,Target
DB01016,Q8TD43,3,Target
DB01017,P01584,3,Target
DB01017,P09917,3,Target
DB01017,P0A7V8,3,Target
DB01017,P0A7X3,3,Target
DB01017,P14780,3,Target
DB01017,P15692,3,Target
DB01017,P29466,3,Target
DB01017,P35228,3,Target
DB01017,P42574,3,Target
DB01017,P99999,3,Target
DB01018,P08913,3,Target
DB01018,P18089,3,Target
DB01019,P08172,3,Target
DB01019,P08173,3,Target
DB01019,P08912,3,Target
DB01019,P11229,3,Target
DB01019,P20309,3,Target
DB01020,P33402,3,Target
DB01021,P00915,3,Target
DB01021,P00918,3,Target
DB01021,P05023,3,Target
DB01021,P22748,3,Target
DB01021,P55017,3,Target
DB01022,P02818,3,Target
DB01022,P38435,3,Target
DB01023,O95180,3,Target
DB01023,P02585,3,Target
DB01023,P08235,3,Target
DB01023,P0DP23,3,Target
DB01023,P54289,3,Target
DB01023,P54750,3,Target
DB01023,P63316,3,Target
DB01023,Q01064,3,Target
DB01023,Q01668,3,Target
DB01023,Q08289,3,Target
DB01023,Q13698,3,Target
DB01023,Q13936,3,Target
DB01023,Q9NY47,3,Target
DB01024,P12268,3,Target
DB01024,P20839,3,Target
DB01026,O75469,3,Target
DB01026,P05093,3,Target
DB01026,P08686,3,Target
DB01026,P10275,3,Target
DB01026,P50859,3,Target
DB01026,Q12809,3,Target
DB01026,Q14994,3,Target
DB01028,P03886,3,Target
DB01028,P14867,3,Target
DB01028,P23415,3,Target
DB01028,P42261,3,Target
DB01028,P98194,3,Target
DB01028,Q09470,3,Target
DB01029,P05412,3,Target
DB01029,P30556,3,Target
DB01030,P11387,3,Target
DB01030,Q969P6,3,Target
DB01032,Q4U2R8,3,Target
DB01032,Q8TCC7,3,Target
DB01032,Q96RD7,3,Target
DB01032,Q9NSA0,3,Target
DB01032,Q9NYV7,3,Target
DB01033,P00492,3,Target
DB01033,Q06203,3,Target
DB01035,P26358,3,Target
DB01035,Q12809,3,Target
DB01035,Q14524,3,Target
DB01036,P08172,3,Target
DB01036,P08173,3,Target
DB01036,P08912,3,Target
DB01036,P11229,3,Target
DB01036,P20309,3,Target
DB01037,P21397,3,Target
DB01037,P27338,3,Target
DB01039,O75469,3,Target
DB01039,Q07869,3,Target
DB01039,Q9NPA2,3,Target
DB01043,P14416,3,Target
DB01043,P46098,3,Target
DB01043,Q05586,3,Target
DB01044,P0A4L9,3,Target
DB01044,P72524,3,Target
DB01044,P72525,3,Target
DB01044,Q59961,3,Target
DB01046,P51788,3,Target
DB01047,P04150,3,Target
DB01047,Q99835,3,Target
DB01048,Q72547,3,Target
DB01050,P07204,3,Target
DB01050,P07359,3,Target
DB01050,P10415,3,Target
DB01050,P12104,3,Target
DB01050,P13569,3,Target
DB01050,P23219,3,Target
DB01050,P31151,3,Target
DB01050,P35354,3,Target
DB01050,P37231,3,Target
DB01050,Q07869,3,Target
DB01051,P0A0K8,3,Target
DB01051,Q06AK7,3,Target
DB01053,A0A0H2XJ39,3,Target
DB01053,P46059,3,Target
DB01053,Q16348,3,Target
DB01053,Q8TCC7,3,Target
DB01054,O95180,3,Target
DB01054,P54289,3,Target
DB01054,Q01668,3,Target
DB01054,Q08289,3,Target
DB01054,Q13698,3,Target
DB01054,Q13936,3,Target
DB01054,Q9NY47,3,Target
DB01056,Q14524,3,Target
DB01057,P06276,3,Target
DB01059,P11388,3,Target
DB01059,P43700,3,Target
DB01059,P43702,3,Target
DB01060,Q8L103,3,Target
DB01061,Q8XJ01,3,Target
DB01062,P08172,3,Target
DB01062,P11229,3,Target
DB01062,P20309,3,Target
DB01063,P10275,3,Target
DB01063,P14416,3,Target
DB01064,P00441,3,Target
DB01064,P07550,3,Target
DB01064,P08588,3,Target
DB01064,P13945,3,Target
DB01065,P03372,3,Target
DB01065,P05164,3,Target
DB01065,P0DP23,3,Target
DB01065,P11678,3,Target
DB01065,P16083,3,Target
DB01065,P27797,3,Target
DB01065,P46597,3,Target
DB01065,P48039,3,Target
DB01065,P49286,3,Target
DB01065,Q92753,3,Target
DB01066,P0A3M6,3,Target
DB01066,Q8XJ01,3,Target
DB01067,P37231,3,Target
DB01067,Q09428,3,Target
DB01069,P08172,3,Target
DB01069,P08173,3,Target
DB01069,P08912,3,Target
DB01069,P0DP23,3,Target
DB01069,P11229,3,Target
DB01069,P14416,3,Target
DB01069,P20309,3,Target
DB01069,P25021,3,Target
DB01069,P35367,3,Target
DB01070,P11473,3,Target
DB01072,Q72874,3,Target
DB01073,P09884,3,Target
DB01073,P23921,3,Target
DB01073,P27707,3,Target
DB01074,P23786,3,Target
DB01074,P50416,3,Target
DB01074,Q12809,3,Target
DB01075,P08172,3,Target
DB01075,P35367,3,Target
DB01076,P04035,3,Target
DB01076,P27487,3,Target
DB01076,P35869,3,Target
DB01076,Q14994,3,Target
DB01076,Q92769,3,Target
DB01077,P05141,3,Target
DB01077,P12235,3,Target
DB01077,P12236,3,Target
DB01077,P38606,3,Target
DB01077,Q13332,3,Target
DB01080,P80404,3,Target
DB01082,P0A7S3,3,Target
DB01082,Q9UM07,3,Target
DB01083,P07098,3,Target
DB01083,P16233,3,Target
DB01083,P49327,3,Target
DB01084,P35367,3,Target
DB01085,P08172,3,Target
DB01085,P08173,3,Target
DB01085,P11229,3,Target
DB01085,P20309,3,Target
DB01086,Q9Y5Y9,3,Target
DB01087,P08729,3,Target
DB01087,P16083,3,Target
DB01088,P00750,3,Target
DB01088,P27815,3,Target
DB01088,P34995,3,Target
DB01088,P43119,3,Target
DB01088,Q07343,3,Target
DB01088,Q08493,3,Target
DB01088,Q08499,3,Target
DB01088,Q9Y5Y4,3,Target
DB01089,Q05940,3,Target
DB01090,P30926,3,Target
DB01090,P32297,3,Target
DB01090,Q9GZZ6,3,Target
DB01091,Q14534,3,Target
DB01092,P05023,3,Target
DB01092,P13637,3,Target
DB01092,P50993,3,Target
DB01095,P04035,3,Target
DB01095,Q92769,3,Target
DB01097,P35869,3,Target
DB01097,Q02127,3,Target
DB01097,Q14289,3,Target
DB01098,P04035,3,Target
DB01098,P20701,3,Target
DB01099,P12461,3,Target
DB01099,P26358,3,Target
DB01100,P0DP23,3,Target
DB01100,P14416,3,Target
DB01100,P35462,3,Target
DB01100,Q12809,3,Target
DB01101,P04818,3,Target
DB01102,P07550,3,Target
DB01102,P08588,3,Target
DB01102,P13945,3,Target
DB01104,P23975,3,Target
DB01104,P31645,3,Target
DB01104,Q01959,3,Target
DB01104,Q7RTT9,3,Target
DB01106,O95665,3,Target
DB01106,P35367,3,Target
DB01110,O75469,3,Target
DB01110,P10613,3,Target
DB01110,P29474,3,Target
DB01110,P35228,3,Target
DB01112,Q8XJ01,3,Target
DB01113,Q07343,3,Target
DB01113,Q9Y233,3,Target
DB01114,P23975,3,Target
DB01114,P31645,3,Target
DB01114,P35367,3,Target
DB01114,Q01959,3,Target
DB01115,O75469,3,Target
DB01115,P0DP23,3,Target
DB01115,Q01668,3,Target
DB01115,Q08289,3,Target
DB01115,Q13698,3,Target
DB01115,Q13936,3,Target
DB01115,Q9UK17,3,Target
DB01116,Q9GZZ6,3,Target
DB01117,Q02127,3,Target
DB01117,Q02768,3,Target
DB01117,Q08210,3,Target
DB01118,P37231,3,Target
DB01118,Q07869,3,Target
DB01118,Q86YN6,3,Target
DB01118,Q9P0X4,3,Target
DB01119,P00915,3,Target
DB01119,P00918,3,Target
DB01119,P05023,3,Target
DB01119,Q12791,3,Target
DB01119,Q14654,3,Target
DB01120,P15692,3,Target
DB01120,Q09428,3,Target
DB01121,P35498,3,Target
DB01122,P22303,3,Target
DB01123,P00734,3,Target
DB01123,P0A0N4,3,Target
DB01123,Q58L87,3,Target
DB01124,P48048,3,Target
DB01124,Q09428,3,Target
DB01125,P38435,3,Target
DB01126,P18405,3,Target
DB01126,P31213,3,Target
DB01127,O75469,3,Target
DB01127,P10613,3,Target
DB01128,P10275,3,Target
DB01129,P20648,3,Target
DB01130,P04150,3,Target
DB01131,P00374,3,Target
