DrugID,UniprotID,ActionLabel,ActionType,TargetType,Organism
DB01082,P0A7S3,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01082,Q9UM07,2,Inhibitor,Target,Humans
DB01083,P07098,2,Inhibitor,Target,Humans
DB01083,P16233,2,Inhibitor,Target,Humans
DB01083,P49327,2,Inhibitor,Target,Humans
DB01084,P35367,2,Antagonist,Target,Humans
DB01085,P08172,1,Agonist,Target,Humans
DB01085,P11229,1,Agonist,Target,Humans
DB01085,P20309,1,Agonist,Target,Humans
DB01086,Q9Y5Y9,2,Inhibitor,Target,Humans
DB01087,P16083,2,Inhibitor,Target,Humans
DB01088,P27815,1,Inducer,Target,Humans
DB01088,P34995,1,Agonist,Target,Humans
DB01088,P43119,1,Agonist,Target,Humans
DB01088,Q07343,1,Inducer,Target,Humans
DB01088,Q08493,1,Inducer,Target,Humans
DB01088,Q08499,1,Inducer,Target,Humans
DB01088,Q9Y5Y4,1,Agonist,Target,Humans
DB01089,Q05940,2,Inhibitor,Target,Humans
DB01090,P30926,2,Antagonist,Target,Humans
DB01090,P32297,2,Antagonist,Target,Humans
DB01090,Q9GZZ6,2,Antagonist,Target,Humans
DB01091,Q14534,2,Inhibitor,Target,Humans
DB01092,P05023,2,Inhibitor,Target,Humans
DB01092,P13637,2,Inhibitor,Target,Humans
DB01092,P50993,2,Inhibitor,Target,Humans
DB01095,P04035,2,Inhibitor,Target,Humans
DB01095,Q92769,2,Inhibitor,Target,Humans
DB01097,P35869,1,Agonist,Target,Humans
DB01097,Q02127,2,Inhibitor,Target,Humans
DB01097,Q14289,2,Antagonist,Target,Humans
DB01098,P04035,2,Inhibitor,Target,Humans
DB01098,P20701,2,Inhibitory allosteric modulator,Target,Humans
DB01099,P12461,2,Inhibitor,Target,Yeast
DB01100,P0DP23,2,Inhibitor,Target,Humans
DB01100,P14416,2,Antagonist,Target,Humans
DB01100,P35462,2,Antagonist,Target,Humans
DB01100,Q12809,2,Inhibitor,Target,Humans
DB01101,P04818,2,Inhibitor,Target,Humans
DB01102,P07550,1,Agonist,Target,Humans
DB01102,P08588,1,Agonist,Target,Humans
DB01102,P13945,1,Agonist,Target,Humans
DB01104,P23975,2,"Inhibitor, Downregulator",Target,Humans
DB01104,P31645,2,"Inhibitor, Binder, Downregulator",Target,Humans
DB01104,Q01959,2,"Inhibitor, Binder",Target,Humans
DB01106,P35367,2,Antagonist,Target,Humans
DB01110,P10613,2,Inhibitor,Target,Yeast
DB01110,P29474,2,Inhibitor,Target,Humans
DB01110,P35228,2,Inhibitor,Target,Humans
DB01112,Q8XJ01,2,Inhibitor,Target,Clostridium perfringens (strain 13 / Type A)
DB01113,Q07343,2,Inhibitor,Target,Humans
DB01113,Q9Y233,2,Inhibitor,Target,Humans
DB01114,P23975,2,Inhibitor,Target,Humans
DB01114,P31645,2,Inhibitor,Target,Humans
DB01114,P35367,2,Antagonist,Target,Humans
DB01114,Q01959,2,Inhibitor,Target,Humans
DB01115,O75469,1,Agonist,Target,Humans
DB01115,P0DP23,2,Inhibitor,Target,Humans
DB01115,Q01668,2,Inhibitor,Target,Humans
DB01115,Q08289,2,Inhibitor,Target,Humans
DB01115,Q13698,2,Inhibitor,Target,Humans
DB01115,Q13936,2,Inhibitor,Target,Humans
DB01115,Q9UK17,2,Inhibitor,Target,Humans
DB01116,Q9GZZ6,2,Antagonist,Target,Humans
DB01117,Q02127,2,Inhibitor,Target,Humans
DB01117,Q02768,2,Inhibitor,Target,Plasmodium falciparum
DB01117,Q08210,2,Inhibitor,Target,Plasmodium falciparum (isolate 3D7)
DB01118,P37231,1,Agonist,Target,Humans
DB01118,Q07869,1,Agonist,Target,Humans
DB01118,Q86YN6,1,Agonist,Target,Humans
DB01118,Q9P0X4,2,Inhibitor,Target,Humans
DB01119,P00915,2,Inhibitor,Target,Humans
DB01119,P00918,2,Inhibitor,Target,Humans
DB01119,Q14654,1,Inducer,Target,Humans
DB01121,P35498,2,Inhibitor,Target,Humans
DB01122,P22303,2,Inhibitor,Target,Humans
DB01124,P48048,2,Inhibitor,Target,Humans
DB01124,Q09428,2,Inhibitor,Target,Humans
DB01125,P38435,2,Inhibitor,Target,Humans
DB01126,P18405,2,Inhibitor,Target,Humans
DB01126,P31213,2,Inhibitor,Target,Humans
DB01127,P10613,2,Antagonist,Target,Yeast
DB01128,P10275,2,Antagonist,Target,Humans
DB01129,P20648,2,Inhibitor,Target,Humans
DB01130,P04150,1,Agonist,Target,Humans
DB01131,P00374,2,Inhibitor,Target,Humans
DB01131,P13922,2,Inhibitor,Target,Plasmodium falciparum (isolate K1 / Thailand)
DB01132,P27338,2,Inhibitor,Target,Humans
DB01132,P37231,1,Agonist,Target,Humans
DB01133,P23469,2,Inhibitor,Target,Humans
DB01133,P29350,2,Inhibitor,Target,Humans
DB01133,Q05209,2,Inhibitor,Target,Humans
DB01136,O95298,2,Inhibitor,Target,Humans
DB01136,P07550,2,Antagonist,Target,Humans
DB01136,P08588,2,Antagonist,Target,Humans
DB01136,P08913,2,Antagonist,Target,Humans
DB01136,P16581,2,Inhibitor,Target,Humans
DB01136,P18089,2,Antagonist,Target,Humans
DB01136,P18825,2,Antagonist,Target,Humans
DB01136,P19320,2,Inhibitor,Target,Humans
DB01136,P25100,2,Antagonist,Target,Humans
DB01136,P35348,2,"AntAgonist, Potentiator",Target,Humans
DB01136,P35368,2,Antagonist,Target,Humans
DB01136,P48050,2,Inhibitor,Target,Humans
DB01136,P63252,2,Inhibitor,Target,Humans
DB01136,Q12809,2,Inhibitor,Target,Humans
DB01137,P43700,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB01137,P43702,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB01138,O75469,1,Activator,Target,Humans
DB01138,P33527,2,Inhibitor,Target,Humans
DB01138,Q92887,2,Inhibitor,Target,Humans
DB01138,Q96S37,2,Inhibitor,Target,Humans
DB01139,Q8XJ01,2,Inhibitor,Target,Clostridium perfringens (strain 13 / Type A)
DB01142,P08172,2,Antagonist,Target,Humans
DB01142,P08173,2,Antagonist,Target,Humans
DB01142,P08908,2,Antagonist,Target,Humans
DB01142,P08912,2,Antagonist,Target,Humans
DB01142,P11229,2,Antagonist,Target,Humans
DB01142,P20309,2,Antagonist,Target,Humans
DB01142,P23975,2,Inhibitor,Target,Humans
DB01142,P25021,2,Antagonist,Target,Humans
DB01142,P25100,2,Antagonist,Target,Humans
DB01142,P28223,2,Antagonist,Target,Humans
DB01142,P28335,2,Antagonist,Target,Humans
DB01142,P31645,2,Inhibitor,Target,Humans
DB01142,P35348,2,Antagonist,Target,Humans
DB01142,P35367,2,Antagonist,Target,Humans
DB01142,P35368,2,Antagonist,Target,Humans
DB01142,P41595,2,Antagonist,Target,Humans
DB01142,Q12809,2,Inhibitor,Target,Humans
DB01143,P10696,1,Inducer,Target,Humans
DB01144,P00915,2,Inhibitor,Target,Humans
DB01144,P00918,2,Inhibitor,Target,Humans
DB01144,P07451,2,Inhibitor,Target,Humans
DB01144,P22748,2,Inhibitor,Target,Humans
DB01144,P43166,2,Inhibitor,Target,Humans
DB01145,Q27738,2,Inhibitor,Target,Plasmodium falciparum
DB01146,P35367,2,Antagonist,Target,Humans
DB01146,Q01959,2,Inhibitor,Target,Humans
DB01147,P0AEB2,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01147,P59676,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB01147,Q8DR59,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB01148,P08172,2,Antagonist,Target,Humans
DB01148,P11229,2,Antagonist,Target,Humans
DB01150,P0A3M5,2,Inhibitor,Target,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
DB01150,P14677,2,Inhibitor,Target,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
DB01150,Q04707,2,Inhibitor,Target,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
DB01151,P07550,2,Antagonist,Target,Humans
DB01151,P08172,2,Antagonist,Target,Humans
DB01151,P08173,2,Antagonist,Target,Humans
DB01151,P08912,2,Antagonist,Target,Humans
DB01151,P11229,2,Antagonist,Target,Humans
DB01151,P17405,2,Inhibitor,Target,Humans
DB01151,P20309,2,Antagonist,Target,Humans
DB01151,P23975,2,Inhibitor,Target,Humans
DB01151,P28223,2,Antagonist,Target,Humans
DB01151,P31645,2,Inhibitor,Target,Humans
DB01151,P35367,2,Antagonist,Target,Humans
DB01153,P10613,2,Inhibitor,Target,Yeast
DB01154,P14867,1,Agonist,Target,Humans
DB01154,Q14654,2,Inhibitor,Target,Humans
DB01154,Q15842,2,Inhibitor,Target,Humans
DB01155,P43700,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB01155,P43702,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB01156,P23975,2,Inhibitor,Target,Humans
DB01156,P32297,2,Antagonist,Target,Humans
DB01156,Q01959,2,Inhibitor,Target,Humans
DB01157,P00374,2,Inhibitor,Target,Humans
DB01158,P05023,2,Inhibitor,Target,Humans
DB01159,O15554,2,Inhibitor,Target,Humans
DB01159,O60391,2,Antagonist,Target,Humans
DB01159,P03886,2,Inhibitor,Target,Humans
DB01159,P48051,2,Inhibitor,Target,Humans
DB01159,P48549,2,Inhibitor,Target,Humans
DB01159,Q12791,2,Inhibitor,Target,Humans
DB01159,Q12879,2,Antagonist,Target,Humans
DB01159,Q8TCU5,2,Antagonist,Target,Humans
DB01161,Q01959,2,Inhibitor,Target,Humans
DB01161,Q9Y5Y9,2,Inhibitor,Target,Humans
DB01162,P01137,1,Inducer,Target,Humans
DB01162,P25100,2,Antagonist,Target,Humans
DB01162,P35348,2,Antagonist,Target,Humans
DB01162,P35368,2,Antagonist,Target,Humans
DB01162,Q12809,2,Inhibitor,Target,Humans
DB01162,Q9H252,2,Inhibitor,Target,Humans
DB01162,Q9NS40,2,Inhibitor,Target,Humans
DB01165,P11388,2,Inhibitor,Target,Humans
DB01165,P43700,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB01165,P43702,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB01166,Q14432,2,Inhibitor,Target,Humans
DB01167,P50859,2,Inhibitor,Target,Not Available
DB01167,Q16850,2,Inhibitor,Target,Humans
DB01170,P23975,1,Inducer,Target,Humans
DB01171,P21397,2,"Antagonist, Inhibitor",Target,Humans
DB01171,P27338,2,Antagonist,Target,Humans
DB01172,P0A7S3,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01173,O15399,2,Antagonist,Target,Humans
DB01173,O60391,2,Antagonist,Target,Humans
DB01173,P23975,2,Inhibitor,Target,Humans
DB01173,P35367,2,Antagonist,Target,Humans
DB01173,Q05586,2,Antagonist,Target,Humans
DB01173,Q8TCU5,2,Antagonist,Target,Humans
DB01173,Q9Y5Y9,2,Inhibitor,Target,Humans
DB01174,O75469,1,Activator,Target,Humans
DB01174,P36544,2,Antagonist,Target,Humans
DB01174,P42262,2,Antagonist,Target,Humans
DB01174,P43681,2,Antagonist,Target,Humans
DB01174,Q13002,2,Antagonist,Target,Humans
DB01175,P08908,2,Inhibitor,Target,Humans
DB01175,P11229,2,Inhibitor,Target,Humans
DB01175,P14416,2,Inhibitor,Target,Humans
DB01175,P23975,2,Inhibitor,Target,Humans
DB01175,P28223,2,Inhibitor,Target,Humans
DB01175,P28335,2,Inhibitor,Target,Humans
DB01175,P31645,2,Inhibitor,Target,Humans
DB01175,P35367,2,Inhibitor,Target,Humans
DB01175,Q01959,2,Inhibitor,Target,Humans
DB01176,P35367,2,Antagonist,Target,Humans
DB01176,P49888,2,Inhibitor,Target,Humans
DB01177,P11388,2,Inhibitor,Target,Humans
DB01179,P07437,2,Inhibitor,Target,Humans
DB01179,P11388,2,Inhibitor,Target,Humans
DB01179,P68366,2,Inhibitor,Target,Humans
DB01180,P12821,2,Inhibitor,Target,Humans
DB01182,P07550,2,Antagonist,Target,Humans
DB01182,P08588,2,Antagonist,Target,Humans
DB01182,Q12809,2,Inhibitor,Target,Humans
DB01182,Q14524,2,Inhibitor,Target,Humans
DB01183,O00206,2,Inhibitor,Target,Humans
DB01183,P03372,2,"Antagonist, Other/unknown",Target,Humans
DB01183,P35372,2,Antagonist,Target,Humans
DB01183,P41143,2,Antagonist,Target,Humans
DB01183,P41145,2,Antagonist,Target,Humans
DB01184,P14416,2,Antagonist,Target,Humans
DB01184,P35462,2,Antagonist,Target,Humans
DB01189,P03886,2,Inhibitor,Target,Humans
DB01189,P23415,1,Agonist,Target,Humans
DB01189,P42261,2,Antagonist,Target,Humans
DB01189,Q09470,1,Inducer,Target,Humans
DB01190,Q2G0P0,2,Inhibitor,Target,Staphylococcus aureus (strain NCTC 8325)
DB01192,P35372,1,Agonist,Target,Humans
DB01192,P41143,2,Antagonist,Target,Humans
DB01194,P00915,2,Inhibitor,Target,Humans
DB01194,P00918,2,Inhibitor,Target,Humans
DB01194,P07451,2,Inhibitor,Target,Humans
DB01194,P22748,2,Inhibitor,Target,Humans
DB01194,P35218,2,Inhibitor,Target,Humans
DB01196,P03372,1,Agonist,Target,Humans
DB01196,P11137,2,Antagonist,Target,Humans
DB01196,P78559,2,Antagonist,Target,Humans
DB01197,P08253,2,Inhibitor,Target,Humans
DB01197,P09960,2,Inhibitor,Target,Humans
DB01197,P12821,2,Inhibitor,Target,Humans
DB01197,P14780,2,Inhibitor,Target,Humans
DB01198,P30536,1,Agonist,Target,Humans
DB01199,P22303,2,Inhibitor,Target,Humans
DB01199,P46098,2,Antagonist,Target,Humans
DB01199,Q15822,2,Antagonist,Target,Humans
DB01200,P08908,1,Agonist,Target,Humans
DB01200,P08913,1,Agonist,Target,Humans
DB01200,P14416,1,Agonist,Target,Humans
DB01200,P18089,1,Agonist,Target,Humans
DB01200,P18825,1,Agonist,Target,Humans
DB01200,P21728,1,Agonist,Target,Humans
DB01200,P21917,2,Antagonist,Target,Humans
DB01200,P21918,1,Agonist,Target,Humans
DB01200,P25100,1,Agonist,Target,Humans
DB01200,P28221,1,Agonist,Target,Humans
DB01200,P28222,1,Agonist,Target,Humans
DB01200,P28223,1,Agonist,Target,Humans
DB01200,P28335,1,Agonist,Target,Humans
DB01200,P34969,2,Antagonist,Target,Humans
DB01200,P35462,1,Agonist,Target,Humans
DB01200,P41595,1,Agonist,Target,Humans
DB01202,Q00975,2,Inhibitor,Target,Humans
DB01202,Q7L0J3,1,Agonist,Target,Humans
DB01203,P07550,2,Antagonist,Target,Humans
DB01203,P08588,2,Antagonist,Target,Humans
DB01204,P11388,2,Inhibitor,Target,Humans
DB01205,P14867,2,Antagonist,Target,Humans
DB01205,P18507,2,Antagonist,Target,Humans
DB01205,P31644,2,Antagonist,Target,Humans
DB01206,Q9H169,2,Antagonist,Target,Humans
DB01209,P35372,1,Agonist,Target,Humans
DB01209,P41145,2,Antagonist,Target,Humans
DB01210,P07550,2,Antagonist,Target,Humans
DB01210,P08588,2,Antagonist,Target,Humans
DB01211,P0A7J6,2,Inhibitor,Target,Shigella flexneri
DB01212,P0A3M6,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB01213,P00325,2,Inhibitor,Target,Humans
DB01213,P00326,2,Inhibitor,Target,Humans
DB01213,P04040,2,Inhibitor,Target,Humans
DB01213,P07327,2,Inhibitor,Target,Humans
DB01214,P07550,2,Antagonist,Target,Humans
DB01214,P08588,2,Antagonist,Target,Humans
DB01216,P18405,2,Inhibitor,Target,Humans
DB01216,P31213,2,Inhibitor,Target,Humans
DB01216,P51857,2,Inhibitor,Target,Humans
DB01217,P11511,2,Inhibitor,Target,Humans
DB01218,P46925,2,Inhibitor,Target,Plasmodium falciparum
DB01218,Q12809,2,Inhibitor,Target,Humans
DB01219,P21817,2,Antagonist,Target,Humans
DB01220,O75469,1,Agonist,Target,Humans
DB01220,P0A8V2,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01221,P06276,2,Inhibitor,Target,Humans
DB01221,P14416,1,"Agonist, Partial agonist",Target,Humans
DB01221,P23975,2,Inhibitor,Target,Humans
DB01221,P25103,2,Antagonist,Target,Humans
DB01221,P29475,2,Inhibitor,Target,Humans
DB01221,P41145,1,Agonist,Target,Humans
DB01221,Q8TCU5,2,Antagonist,Target,Humans
DB01222,P04150,1,Agonist,Target,Humans
DB01224,P08913,2,Antagonist,Target,Humans
DB01224,P11229,2,Antagonist,Target,Humans
DB01224,P14416,2,Antagonist,Target,Humans
DB01224,P18089,2,Antagonist,Target,Humans
DB01224,P18825,2,Antagonist,Target,Humans
DB01224,P20309,2,Antagonist,Target,Humans
DB01224,P21728,2,Antagonist,Target,Humans
DB01224,P28223,2,Antagonist,Target,Humans
DB01224,P35367,2,Antagonist,Target,Humans
DB01224,P50406,2,Antagonist,Target,Humans
DB01227,P32297,2,Antagonist,Target,Humans
DB01227,P35372,1,Agonist,Target,Humans
DB01232,Q72874,2,Inhibitor,Target,Human immunodeficiency virus 1
DB01233,P11229,1,Agonist,Target,Humans
DB01233,P14416,2,Antagonist,Target,Humans
DB01233,P46098,2,Antagonist,Target,Humans
DB01233,Q13639,1,Agonist,Target,Humans
DB01234,O75469,1,Agonist,Target,Humans
DB01234,P04083,1,Agonist,Target,Humans
DB01234,P04150,1,Agonist,Target,Humans
DB01235,P14416,1,Agonist,Target,Humans
DB01235,P21728,1,Agonist,Target,Humans
DB01235,P21917,1,Agonist,Target,Humans
DB01235,P21918,1,Agonist,Target,Humans
DB01235,P35462,1,Agonist,Target,Humans
DB01236,P14867,1,Agonist,Target,Humans
DB01236,P23415,1,Agonist,Target,Humans
DB01236,P42261,2,Antagonist,Target,Humans
DB01236,P98194,2,Inhibitor,Target,Humans
DB01236,Q96ER9,1,Activator,Target,Humans
DB01237,P35367,2,Antagonist,Target,Humans
DB01238,P08913,2,Antagonist,Target,Humans
DB01238,P18089,2,"Antagonist, Ligand",Target,Humans
DB01238,P18825,2,"Antagonist, Other/unknown",Target,Humans
DB01238,P28221,2,"Antagonist, Ligand",Target,Humans
DB01238,P28222,2,"Antagonist, Ligand",Target,Humans
DB01238,P28566,2,"Antagonist, Ligand",Target,Humans
DB01238,P35348,2,Antagonist,Target,Humans
DB01238,P35367,2,Antagonist,Target,Humans
DB01238,P35368,2,Antagonist,Target,Humans
DB01238,P41595,2,Inverse agonist,Target,Humans
DB01238,P46098,2,Antagonist,Target,Humans
DB01238,P50406,2,Antagonist,Target,Humans
DB01240,P43119,1,Agonist,Target,Humans
DB01240,Q16647,1,Inducer,Target,Humans
DB01240,Q9H244,1,Agonist,Target,Humans
DB01241,O94956,2,Inhibitor,Target,Humans
DB01241,Q07869,1,Agonist,Target,Humans
DB01241,Q8TCC7,2,Inhibitor,Target,Humans
DB01241,Q9NPD5,2,Inhibitor,Target,Humans
DB01241,Q9Y6L6,2,Inhibitor,Target,Humans
DB01242,P09211,2,Inhibitor,Target,Humans
DB01242,P23975,2,Inhibitor,Target,Humans
DB01242,P28223,2,Antagonist,Target,Humans
DB01242,P28335,2,Antagonist,Target,Humans
DB01242,P31645,2,Inhibitor,Target,Humans
DB01242,P41595,2,Antagonist,Target,Humans
DB01245,P22303,2,Inhibitor,Target,Humans
DB01246,P35367,2,Antagonist,Target,Humans
DB01247,P21397,2,Inhibitor,Target,Humans
DB01247,P27338,2,Inhibitor,Target,Humans
DB01250,P51580,2,Inhibitor,Target,Humans
DB01251,Q09428,2,Inhibitor,Target,Humans
DB01251,Q15842,2,Inhibitor,Target,Humans
DB01253,P35348,1,Agonist,Target,Humans
DB01254,P07947,2,Inhibitor,Target,Humans
DB01254,P09619,2,Antagonist,Target,Humans
DB01254,P10721,2,Antagonist,Target,Humans
DB01254,P29317,2,Antagonist,Target,Humans
DB01254,P51692,2,Inhibitor,Target,Humans
DB01255,Q96RJ0,1,Agonist,Target,Humans
DB01256,Q9A1X4,2,Inhibitor,Target,Streptococcus pyogenes serotype M1
DB01259,P00533,2,Antagonist,Target,Humans
DB01259,P04626,2,Antagonist,Target,Humans
DB01260,P04150,1,Agonist,Target,Humans
DB01261,P27487,2,Inhibitor,Target,Humans
DB01262,P26358,2,Inhibitor,Target,Humans
DB01262,Q9UBC3,2,Inhibitor,Target,Humans
DB01262,Q9Y6K1,2,Inhibitor,Target,Humans
DB01263,P10613,2,Antagonist,Target,Yeast
DB01264,Q72874,2,Inhibitor,Target,Human immunodeficiency virus 1
DB01267,P08908,2,Antagonist,Target,Humans
DB01267,P08913,2,Antagonist,Target,Humans
DB01267,P14416,2,Antagonist,Target,Humans
DB01267,P18089,2,Antagonist,Target,Humans
DB01267,P18825,1,Agonist,Target,Humans
DB01267,P21728,2,Antagonist,Target,Humans
DB01267,P21917,2,Antagonist,Target,Humans
DB01267,P28221,2,Antagonist,Target,Humans
DB01267,P28223,2,Antagonist,Target,Humans
DB01267,P28335,2,Antagonist,Target,Humans
DB01267,P35348,2,Antagonist,Target,Humans
DB01267,P35367,2,Antagonist,Target,Humans
DB01267,P35368,2,Antagonist,Target,Humans
DB01267,P35462,2,Antagonist,Target,Humans
DB01268,P07333,2,Inhibitor,Target,Humans
DB01268,P09619,2,Inhibitor,Target,Humans
DB01268,P10721,2,Inhibitor,Target,Humans
DB01268,P16234,2,Inhibitor,Target,Humans
DB01268,P17948,2,Inhibitor,Target,Humans
DB01268,P35916,2,Inhibitor,Target,Humans
DB01268,P36888,2,Inhibitor,Target,Humans
DB01273,P36544,1,Agonist,Target,Humans
DB01274,P07550,1,Agonist,Target,Humans
DB01275,P13674,2,Inhibitor,Target,Humans
DB01275,Q16665,1,Inducer,Target,Humans
DB01275,Q16853,2,Inhibitor,Target,Humans
DB01280,P09884,2,Inhibitor,Target,Humans
DB01283,P23219,2,Inhibitor,Target,Humans
DB01283,P35354,2,Inhibitor,Target,Humans
DB01288,P07550,1,Agonist,Target,Humans
DB01288,P08588,1,Agonist,Target,Humans
DB01288,P13945,1,Agonist,Target,Humans
DB01291,P07550,1,Agonist,Target,Humans
DB01291,P08588,1,Agonist,Target,Humans
DB01296,P01579,2,Inhibitor,Target,Humans
DB01296,Q04206,2,Inhibitor,Target,Humans
DB01297,P08588,2,Antagonist,Target,Humans
DB01298,P0AC13,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01299,P13922,2,Inhibitor,Target,Plasmodium falciparum (isolate K1 / Thailand)
DB01301,P0A7X3,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01319,Q72874,2,Inhibitor,Target,Human immunodeficiency virus 1
DB01320,Q14524,2,Inhibitor,Target,Humans
DB01324,P55017,2,Inhibitor,Target,Humans
DB01325,P00915,2,Inhibitor,Target,Humans
DB01325,P00918,2,Inhibitor,Target,Humans
DB01325,P55011,2,Inhibitor,Target,Humans
DB01325,P55017,2,Inhibitor,Target,Humans
DB01325,Q13621,2,Inhibitor,Target,Humans
DB01326,Q70KI2,2,Inhibitor,Target,Bacteroides fragilis
DB01327,P02918,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01327,P02919,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01327,P0AD65,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01327,P0AD68,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01327,P27169,2,Inhibitor,Target,Humans
DB01327,P40933,2,Inhibitor,Target,Humans
DB01327,P60568,2,Inhibitor,Target,Humans
DB01327,P76577,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01328,P02918,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01328,P02919,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01328,P0AD65,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01328,P0AD68,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01328,P24228,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01329,P02918,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01329,P02919,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01329,P08506,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01329,P0AD65,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01329,P0AD68,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01329,P0AEB2,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01329,P24228,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01329,Q07806,2,Inhibitor,Target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)
DB01329,Q9X6W0,2,Inhibitor,Target,Pseudomonas aeruginosa
DB01330,Q75Y35,2,Inhibitor,Target,Streptococcus pneumoniae
DB01331,P02918,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01331,P02919,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01331,P08506,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01331,P0A3M6,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB01331,P0AD68,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01331,P0AEB2,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01331,P0AFI5,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01331,P24228,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01331,Q75Y35,2,Inhibitor,Target,Streptococcus pneumoniae
DB01331,Q7CRA4,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB01331,Q8DNB6,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB01331,Q8DR59,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB01333,P02918,2,Inhibitor,Target,Escherichia coli (strain K12)
DB01336,P08172,2,Antagonist,Target,Humans
DB01336,Q15822,2,Antagonist,Target,Humans
DB01337,P08172,2,Antagonist,Target,Humans
DB01337,P20309,2,Antagonist,Target,Humans
DB01337,Q15822,2,Antagonist,Target,Humans
DB01338,P08172,2,Antagonist,Target,Humans
DB01338,P20309,2,Antagonist,Target,Humans
DB01338,Q15822,2,Antagonist,Target,Humans
DB01339,Q15822,2,Antagonist,Target,Humans
DB01340,P12821,2,Inhibitor,Target,Humans
DB01348,P12821,2,Inhibitor,Target,Humans
DB01357,P03372,1,Agonist,Target,Humans
DB01359,P08908,2,Antagonist,Target,Humans
DB01359,P28222,2,Antagonist,Target,Humans
DB01364,P07550,1,Agonist,Target,Humans
DB01364,P08588,1,Agonist,Target,Humans
DB01364,P23975,2,Inverse agonist,Target,Humans
DB01364,P35348,1,Agonist,Target,Humans
DB01366,P07550,1,Agonist,Target,Humans
DB01367,P10415,1,Activator,Target,Humans
DB01367,P27338,2,Inhibitor,Target,Humans
DB01380,P04083,1,Inducer,Target,Humans
DB01380,P04150,1,Agonist,Target,Humans
DB01382,Q09428,1,Inducer,Target,Humans
DB01392,P08913,2,Antagonist,Target,Humans
DB01392,P14416,2,Antagonist,Target,Humans
DB01392,P18089,2,Antagonist,Target,Humans
DB01392,P18825,2,Antagonist,Target,Humans
DB01392,P28223,2,Antagonist,Target,Humans
DB01392,P28335,2,Antagonist,Target,Humans
DB01392,P35462,2,Antagonist,Target,Humans
DB01392,P41595,2,Antagonist,Target,Humans
DB01393,P19793,1,Agonist,Target,Humans
DB01393,P28702,1,Agonist,Target,Humans
DB01393,P37231,1,Agonist,Target,Humans
DB01393,P48443,1,Agonist,Target,Humans
DB01393,Q03181,1,Agonist,Target,Humans
